states,year,quarter,brand,user_counts,percentage
Kerala,2021,3,Samsung,1678905,0.211198
Kerala,2021,3,Vivo,1115818,0.140365
Kerala,2021,3,Oppo,896805,0.112814
Kerala,2021,3,Realme,528624,0.066498
Kerala,2021,3,Apple,461244,0.058022
Kerala,2021,3,Huawei,422903,0.053199
Kerala,2021,3,OnePlus,167667,0.021092
Kerala,2021,3,Motorola,135436,0.017037
Kerala,2021,3,Lenovo,132669,0.016689
Kerala,2021,3,Others,549591,0.069136
Kerala,2021,4,Xiaomi,1989367,0.234767
Kerala,2021,4,Samsung,1752657,0.206832
Kerala,2021,4,Vivo,1227761,0.144889
Kerala,2021,4,Oppo,961805,0.113503
Kerala,2021,4,Realme,622033,0.073407
Kerala,2021,4,Apple,507548,0.059896
Kerala,2021,4,Huawei,412197,0.048644
Kerala,2021,4,OnePlus,185990,0.021949
Kerala,2021,4,Motorola,137360,0.01621
Kerala,2021,4,Lenovo,125313,0.014788
Kerala,2021,4,Others,551779,0.065116
Kerala,2022,1,Xiaomi,2098370,0.233872
Kerala,2022,1,Samsung,1826034,0.203519
Kerala,2022,1,Vivo,1330622,0.148303
Kerala,2022,1,Oppo,1032233,0.115047
Kerala,2022,1,Realme,705424,0.078622
Kerala,2022,1,Apple,550489,0.061354
Kerala,2022,1,Huawei,408553,0.045535
Kerala,2022,1,OnePlus,199414,0.022226
Kerala,2022,1,Motorola,137230,0.015295
Kerala,2022,1,Lenovo,124999,0.013932
Kerala,2022,1,Others,558931,0.062295
Ladakh,2018,1,Xiaomi,2316,0.263661
Ladakh,2018,1,Samsung,1720,0.195811
Ladakh,2018,1,Vivo,1570,0.178734
Ladakh,2018,1,Oppo,1138,0.129554
Ladakh,2018,1,Realme,429,0.048839
Ladakh,2018,1,Apple,259,0.029485
Ladakh,2018,1,OnePlus,233,0.026526
Ladakh,2018,1,Motorola,161,0.018329
Ladakh,2018,1,Lenovo,159,0.018101
Ladakh,2018,1,Micromax,117,0.01332
Ladakh,2018,1,Others,682,0.077641
Ladakh,2018,2,Xiaomi,3442,0.26645
Ladakh,2018,2,Samsung,2443,0.189116
Ladakh,2018,2,Vivo,2394,0.185323
Ladakh,2018,2,Oppo,1754,0.13578
Ladakh,2018,2,Realme,606,0.046911
Ladakh,2018,2,Apple,358,0.027713
Ladakh,2018,2,OnePlus,320,0.024772
Ladakh,2018,2,Motorola,265,0.020514
Ladakh,2018,2,Lenovo,206,0.015947
Ladakh,2018,2,Micromax,188,0.014553
Ladakh,2018,2,Others,942,0.072922
Ladakh,2018,3,Xiaomi,4906,0.27641
Ladakh,2018,3,Vivo,3378,0.190321
Ladakh,2018,3,Samsung,3360,0.189306
Ladakh,2018,3,Oppo,2448,0.137923
Ladakh,2018,3,Realme,819,0.046143
Ladakh,2018,3,Apple,457,0.025748
Ladakh,2018,3,OnePlus,440,0.02479
Ladakh,2018,3,Motorola,364,0.020508
Ladakh,2018,3,Lenovo,240,0.013522
Ladakh,2018,3,Huawei,200,0.011268
Ladakh,2018,3,Others,1137,0.06406
Ladakh,2018,4,Xiaomi,6734,0.281958
Ladakh,2018,4,Vivo,4711,0.197253
Ladakh,2018,4,Samsung,4481,0.187623
Ladakh,2018,4,Oppo,3307,0.138467
Ladakh,2018,4,Realme,1087,0.045514
Ladakh,2018,4,Apple,591,0.024746
Ladakh,2018,4,OnePlus,555,0.023238
Ladakh,2018,4,Motorola,486,0.020349
Ladakh,2018,4,Lenovo,349,0.014613
Ladakh,2018,4,Huawei,278,0.01164
Ladakh,2018,4,Others,1304,0.0546
Ladakh,2019,1,Xiaomi,8452,0.285069
Ladakh,2019,1,Vivo,5967,0.201255
Ladakh,2019,1,Samsung,5464,0.18429
Ladakh,2019,1,Oppo,4167,0.140544
Ladakh,2019,1,Realme,1345,0.045364
Ladakh,2019,1,Apple,703,0.023711
Ladakh,2019,1,OnePlus,669,0.022564
Ladakh,2019,1,Motorola,564,0.019023
Ladakh,2019,1,Lenovo,380,0.012817
Ladakh,2019,1,Huawei,375,0.012648
Ladakh,2019,1,Others,1563,0.052717
Ladakh,2019,2,Xiaomi,10276,0.289334
Ladakh,2019,2,Vivo,7098,0.199854
Ladakh,2019,2,Samsung,6545,0.184283
Ladakh,2019,2,Oppo,5008,0.141007
Ladakh,2019,2,Realme,1573,0.04429
Ladakh,2019,2,Apple,862,0.024271
Ladakh,2019,2,OnePlus,777,0.021877
Ladakh,2019,2,Motorola,658,0.018527
Ladakh,2019,2,Lenovo,465,0.013093
Ladakh,2019,2,Huawei,458,0.012896
Ladakh,2019,2,Others,1796,0.050569
Ladakh,2019,3,Xiaomi,11485,0.293187
Ladakh,2019,3,Vivo,7940,0.202691
Ladakh,2019,3,Samsung,7048,0.17992
Ladakh,2019,3,Oppo,5503,0.140479
Ladakh,2019,3,Realme,1760,0.044929
Ladakh,2019,3,Apple,953,0.024328
Ladakh,2019,3,OnePlus,884,0.022567
Ladakh,2019,3,Motorola,683,0.017435
Ladakh,2019,3,Huawei,560,0.014296
Ladakh,2019,3,Lenovo,442,0.011283
Ladakh,2019,3,Others,1915,0.048886
Ladakh,2019,4,Xiaomi,12590,0.292057
Ladakh,2019,4,Vivo,8910,0.20669
Ladakh,2019,4,Samsung,7684,0.17825
Ladakh,2019,4,Oppo,6141,0.142456
Ladakh,2019,4,Realme,2003,0.046465
Ladakh,2019,4,Apple,1058,0.024543
Ladakh,2019,4,OnePlus,954,0.02213
Ladakh,2019,4,Motorola,752,0.017445
Ladakh,2019,4,Huawei,607,0.014081
Ladakh,2019,4,Lenovo,433,0.010045
Ladakh,2019,4,Others,1976,0.045838
Ladakh,2020,1,Xiaomi,13890,0.290647
Ladakh,2020,1,Vivo,10052,0.210337
Ladakh,2020,1,Samsung,8475,0.177338
Ladakh,2020,1,Oppo,6916,0.144716
Ladakh,2020,1,Realme,2292,0.04796
Ladakh,2020,1,Apple,1130,0.023645
Ladakh,2020,1,OnePlus,1058,0.022139
Ladakh,2020,1,Motorola,787,0.016468
Ladakh,2020,1,Huawei,703,0.01471
Ladakh,2020,1,Lenovo,453,0.009479
Ladakh,2020,1,Others,2034,0.042561
Ladakh,2020,2,Xiaomi,15512,0.292492
Ladakh,2020,2,Vivo,11201,0.211204
Ladakh,2020,2,Samsung,9371,0.176698
Ladakh,2020,2,Oppo,7736,0.145869
Ladakh,2020,2,Realme,2628,0.049553
Ladakh,2020,2,Apple,1234,0.023268
Ladakh,2020,2,OnePlus,1131,0.021326
Ladakh,2020,2,Motorola,828,0.015613
Ladakh,2020,2,Huawei,786,0.014821
Ladakh,2020,2,Lenovo,461,0.008693
Ladakh,2020,2,Others,2146,0.040465
Ladakh,2020,3,Xiaomi,17122,0.29318
Ladakh,2020,3,Vivo,12388,0.21212
Ladakh,2020,3,Samsung,10309,0.176521
Ladakh,2020,3,Oppo,8583,0.146967
Ladakh,2020,3,Realme,3003,0.05142
Ladakh,2020,3,Apple,1338,0.022911
Ladakh,2020,3,OnePlus,1228,0.021027
Ladakh,2020,3,Motorola,865,0.014811
Ladakh,2020,3,Huawei,851,0.014572
Ladakh,2020,3,Lenovo,500,0.008561
Ladakh,2020,3,Others,2214,0.03791
Ladakh,2020,4,Xiaomi,18866,0.290904
Ladakh,2020,4,Vivo,13750,0.212018
Ladakh,2020,4,Samsung,11484,0.177077
Ladakh,2020,4,Oppo,9683,0.149307
Ladakh,2020,4,Realme,3480,0.05366
Ladakh,2020,4,Apple,1484,0.022883
Ladakh,2020,4,OnePlus,1397,0.021541
Ladakh,2020,4,Huawei,924,0.014248
Ladakh,2020,4,Motorola,912,0.014063
Ladakh,2020,4,Lenovo,524,0.00808
Ladakh,2020,4,Others,2349,0.03622
Ladakh,2021,1,Xiaomi,20199,0.288891
Ladakh,2021,1,Vivo,15183,0.217151
Ladakh,2021,1,Samsung,12232,0.174945
Ladakh,2021,1,Oppo,10382,0.148486
Ladakh,2021,1,Realme,3940,0.056351
Ladakh,2021,1,Apple,1613,0.02307
Ladakh,2021,1,OnePlus,1531,0.021897
Ladakh,2021,1,Huawei,941,0.013458
Ladakh,2021,1,Motorola,924,0.013215
Ladakh,2021,1,Lenovo,520,0.007437
Ladakh,2021,1,Others,2454,0.035098
Ladakh,2021,2,Xiaomi,21227,0.282846
Ladakh,2021,2,Vivo,16463,0.219366
Ladakh,2021,2,Samsung,13134,0.175008
Ladakh,2021,2,Oppo,11029,0.146959
Ladakh,2021,2,Realme,4715,0.062826
Ladakh,2021,2,Apple,1823,0.024291
Ladakh,2021,2,OnePlus,1741,0.023198
Ladakh,2021,2,Motorola,922,0.012285
Ladakh,2021,2,Huawei,894,0.011912
Ladakh,2021,2,Lenovo,490,0.006529
Ladakh,2021,2,Others,2610,0.034778
Ladakh,2021,3,Xiaomi,22384,0.275631
Ladakh,2021,3,Vivo,18124,0.223174
Ladakh,2021,3,Samsung,13661,0.168218
Ladakh,2021,3,Oppo,12095,0.148935
Ladakh,2021,3,Realme,5579,0.068698
Ladakh,2021,3,OnePlus,2176,0.026795
Ladakh,2021,3,Apple,2004,0.024677
Ladakh,2021,3,Huawei,1013,0.012474
Ladakh,2021,3,Motorola,910,0.011206
Ladakh,2021,3,Lenovo,476,0.005861
Ladakh,2021,3,Others,2788,0.034331
Ladakh,2021,4,Xiaomi,23462,0.269502
Ladakh,2021,4,Vivo,19473,0.223681
Ladakh,2021,4,Samsung,14073,0.161653
Ladakh,2021,4,Oppo,12900,0.148179
Ladakh,2021,4,Realme,6879,0.079017
Ladakh,2021,4,OnePlus,2678,0.030761
Ladakh,2021,4,Apple,2358,0.027086
Ladakh,2021,4,Huawei,958,0.011004
Ladakh,2021,4,Motorola,912,0.010476
Ladakh,2021,4,Lenovo,449,0.005158
Ladakh,2021,4,Others,2915,0.033484
Ladakh,2022,1,Xiaomi,24460,0.264455
Ladakh,2022,1,Vivo,20679,0.223576
Ladakh,2022,1,Samsung,14554,0.157354
Ladakh,2022,1,Oppo,13813,0.149343
Ladakh,2022,1,Realme,7852,0.084894
Ladakh,2022,1,OnePlus,2984,0.032262
Ladakh,2022,1,Apple,2655,0.028705
Ladakh,2022,1,Huawei,996,0.010768
Ladakh,2022,1,Motorola,921,0.009958
Ladakh,2022,1,Lenovo,502,0.005427
Ladakh,2022,1,Others,3076,0.033257
Lakshadweep,2018,1,Samsung,102,0.203593
Lakshadweep,2018,1,Xiaomi,100,0.199601
Lakshadweep,2018,1,Vivo,67,0.133733
Lakshadweep,2018,1,Oppo,56,0.111776
Lakshadweep,2018,1,Huawei,25,0.0499
Lakshadweep,2018,1,OnePlus,22,0.043912
Lakshadweep,2018,1,Apple,20,0.03992
Lakshadweep,2018,1,Realme,20,0.03992
Lakshadweep,2018,1,Gionee,12,0.023952
Lakshadweep,2018,1,COOLPAD,10,0.01996
Lakshadweep,2018,1,Others,67,0.133733
Lakshadweep,2018,2,Xiaomi,147,0.214286
Lakshadweep,2018,2,Samsung,128,0.186589
Lakshadweep,2018,2,Vivo,97,0.141399
Lakshadweep,2018,2,Oppo,87,0.126822
Lakshadweep,2018,2,Apple,35,0.05102
Lakshadweep,2018,2,Huawei,31,0.04519
Lakshadweep,2018,2,OnePlus,29,0.042274
Lakshadweep,2018,2,Realme,24,0.034985
Lakshadweep,2018,2,Lenovo,16,0.023324
Lakshadweep,2018,2,Gionee,15,0.021866
Lakshadweep,2018,2,Others,77,0.112245
Lakshadweep,2018,3,Xiaomi,195,0.212418
Lakshadweep,2018,3,Samsung,166,0.180828
Lakshadweep,2018,3,Vivo,134,0.145969
Lakshadweep,2018,3,Oppo,121,0.131808
Lakshadweep,2018,3,Apple,46,0.050109
Lakshadweep,2018,3,Huawei,44,0.04793
Lakshadweep,2018,3,OnePlus,40,0.043573
Lakshadweep,2018,3,Realme,35,0.038126
Lakshadweep,2018,3,Lenovo,18,0.019608
Lakshadweep,2018,3,Gionee,16,0.017429
Lakshadweep,2018,3,Others,103,0.1122
Lakshadweep,2018,4,Xiaomi,245,0.211938
Lakshadweep,2018,4,Samsung,198,0.17128
Lakshadweep,2018,4,Vivo,190,0.16436
Lakshadweep,2018,4,Oppo,153,0.132353
Lakshadweep,2018,4,Huawei,62,0.053633
Lakshadweep,2018,4,Realme,55,0.047578
Lakshadweep,2018,4,Apple,51,0.044118
Lakshadweep,2018,4,OnePlus,47,0.040657
Lakshadweep,2018,4,Lenovo,24,0.020761
Lakshadweep,2018,4,Motorola,18,0.015571
Lakshadweep,2018,4,Others,113,0.097751
Lakshadweep,2019,1,Xiaomi,298,0.210452
Lakshadweep,2019,1,Vivo,240,0.169492
Lakshadweep,2019,1,Samsung,231,0.163136
Lakshadweep,2019,1,Oppo,198,0.139831
Lakshadweep,2019,1,Huawei,97,0.068503
Lakshadweep,2019,1,Realme,67,0.047316
Lakshadweep,2019,1,Apple,55,0.038842
Lakshadweep,2019,1,OnePlus,52,0.036723
Lakshadweep,2019,1,Lenovo,31,0.021893
Lakshadweep,2019,1,Motorola,24,0.016949
Lakshadweep,2019,1,Others,123,0.086864
Lakshadweep,2019,2,Xiaomi,377,0.215799
Lakshadweep,2019,2,Vivo,309,0.176875
Lakshadweep,2019,2,Samsung,277,0.158558
Lakshadweep,2019,2,Oppo,246,0.140813
Lakshadweep,2019,2,Huawei,132,0.075558
Lakshadweep,2019,2,Realme,86,0.049227
Lakshadweep,2019,2,OnePlus,58,0.0332
Lakshadweep,2019,2,Apple,57,0.032627
Lakshadweep,2019,2,Lenovo,36,0.020607
Lakshadweep,2019,2,Motorola,32,0.018317
Lakshadweep,2019,2,Others,137,0.07842
Lakshadweep,2019,3,Xiaomi,442,0.208786
Lakshadweep,2019,3,Vivo,378,0.178555
Lakshadweep,2019,3,Samsung,343,0.162022
Lakshadweep,2019,3,Oppo,331,0.156353
Lakshadweep,2019,3,Huawei,174,0.082192
Lakshadweep,2019,3,Realme,103,0.048654
Lakshadweep,2019,3,Apple,68,0.032121
Lakshadweep,2019,3,OnePlus,64,0.030231
Lakshadweep,2019,3,Motorola,36,0.017005
Lakshadweep,2019,3,Lenovo,33,0.015588
Lakshadweep,2019,3,Others,145,0.068493
Lakshadweep,2019,4,Xiaomi,496,0.204368
Lakshadweep,2019,4,Vivo,462,0.190358
Lakshadweep,2019,4,Samsung,394,0.16234
Lakshadweep,2019,4,Oppo,371,0.152864
Lakshadweep,2019,4,Huawei,202,0.08323
Lakshadweep,2019,4,Realme,124,0.051092
Lakshadweep,2019,4,Apple,72,0.029666
Lakshadweep,2019,4,OnePlus,70,0.028842
Lakshadweep,2019,4,Motorola,37,0.015245
Lakshadweep,2019,4,Lenovo,35,0.014421
Lakshadweep,2019,4,Others,164,0.067573
Lakshadweep,2020,1,Xiaomi,560,0.20202
Lakshadweep,2020,1,Vivo,548,0.197691
Lakshadweep,2020,1,Samsung,431,0.155483
Lakshadweep,2020,1,Oppo,426,0.15368
Lakshadweep,2020,1,Huawei,237,0.085498
Lakshadweep,2020,1,Realme,152,0.054834
Lakshadweep,2020,1,Apple,81,0.029221
Lakshadweep,2020,1,OnePlus,77,0.027778
Lakshadweep,2020,1,Lenovo,47,0.016955
Lakshadweep,2020,1,Motorola,38,0.013709
Lakshadweep,2020,1,Others,175,0.063131
Lakshadweep,2020,2,Vivo,654,0.205209
Lakshadweep,2020,2,Xiaomi,654,0.205209
Lakshadweep,2020,2,Samsung,495,0.155318
Lakshadweep,2020,2,Oppo,489,0.153436
Lakshadweep,2020,2,Huawei,266,0.083464
Lakshadweep,2020,2,Realme,195,0.061186
Lakshadweep,2020,2,Apple,85,0.026671
Lakshadweep,2020,2,OnePlus,81,0.025416
Lakshadweep,2020,2,Lenovo,44,0.013806
Lakshadweep,2020,2,Motorola,41,0.012865
Lakshadweep,2020,2,Others,183,0.057421
Lakshadweep,2020,3,Vivo,784,0.215148
Lakshadweep,2020,3,Xiaomi,736,0.201976
Lakshadweep,2020,3,Oppo,567,0.155598
Lakshadweep,2020,3,Samsung,550,0.150933
Lakshadweep,2020,3,Huawei,302,0.082876
Lakshadweep,2020,3,Realme,222,0.060922
Lakshadweep,2020,3,Apple,91,0.024973
Lakshadweep,2020,3,OnePlus,87,0.023875
Lakshadweep,2020,3,Lenovo,50,0.013721
Lakshadweep,2020,3,Motorola,44,0.012075
Lakshadweep,2020,3,Others,211,0.057903
Lakshadweep,2020,4,Vivo,934,0.223498
Lakshadweep,2020,4,Xiaomi,838,0.200526
Lakshadweep,2020,4,Oppo,639,0.152907
Lakshadweep,2020,4,Samsung,635,0.15195
Lakshadweep,2020,4,Huawei,346,0.082795
Lakshadweep,2020,4,Realme,272,0.065087
Lakshadweep,2020,4,Apple,101,0.024168
Lakshadweep,2020,4,OnePlus,97,0.023211
Lakshadweep,2020,4,Lenovo,52,0.012443
Lakshadweep,2020,4,Motorola,47,0.011247
Lakshadweep,2020,4,Others,218,0.052166
Lakshadweep,2021,1,Vivo,1032,0.225475
Lakshadweep,2021,1,Xiaomi,921,0.201224
Lakshadweep,2021,1,Oppo,720,0.157308
Lakshadweep,2021,1,Samsung,693,0.151409
Lakshadweep,2021,1,Huawei,371,0.081057
Lakshadweep,2021,1,Realme,302,0.065982
Lakshadweep,2021,1,Apple,106,0.023159
Lakshadweep,2021,1,OnePlus,103,0.022504
Lakshadweep,2021,1,Lenovo,54,0.011798
Lakshadweep,2021,1,Motorola,46,0.01005
Lakshadweep,2021,1,Others,229,0.050033
Lakshadweep,2021,2,Vivo,1118,0.22835
Lakshadweep,2021,2,Xiaomi,970,0.198121
Lakshadweep,2021,2,Oppo,771,0.157475
Lakshadweep,2021,2,Samsung,717,0.146446
Lakshadweep,2021,2,Huawei,379,0.07741
Lakshadweep,2021,2,Realme,350,0.071487
Lakshadweep,2021,2,Apple,121,0.024714
Lakshadweep,2021,2,OnePlus,118,0.024101
Lakshadweep,2021,2,Lenovo,60,0.012255
Lakshadweep,2021,2,Motorola,42,0.008578
Lakshadweep,2021,2,Others,250,0.051062
Lakshadweep,2021,3,Vivo,1234,0.233403
Lakshadweep,2021,3,Xiaomi,1046,0.197844
Lakshadweep,2021,3,Oppo,816,0.154341
Lakshadweep,2021,3,Samsung,774,0.146397
Lakshadweep,2021,3,Realme,413,0.078116
Lakshadweep,2021,3,Huawei,398,0.075279
Lakshadweep,2021,3,Apple,134,0.025345
Lakshadweep,2021,3,OnePlus,132,0.024967
Lakshadweep,2021,3,Lenovo,55,0.010403
Lakshadweep,2021,3,Motorola,46,0.008701
Lakshadweep,2021,3,Others,239,0.045205
Lakshadweep,2021,4,Vivo,1354,0.240156
Lakshadweep,2021,4,Xiaomi,1146,0.203264
Lakshadweep,2021,4,Oppo,899,0.159454
Lakshadweep,2021,4,Samsung,776,0.137637
Lakshadweep,2021,4,Realme,448,0.079461
Lakshadweep,2021,4,Huawei,396,0.070238
Lakshadweep,2021,4,Apple,151,0.026783
Lakshadweep,2021,4,OnePlus,143,0.025364
Lakshadweep,2021,4,Motorola,46,0.008159
Lakshadweep,2021,4,Lenovo,45,0.007982
Lakshadweep,2021,4,Others,234,0.041504
Lakshadweep,2022,1,Vivo,1441,0.240568
Lakshadweep,2022,1,Xiaomi,1203,0.200835
Lakshadweep,2022,1,Oppo,956,0.159599
Lakshadweep,2022,1,Samsung,804,0.134224
Lakshadweep,2022,1,Realme,507,0.084641
Lakshadweep,2022,1,Huawei,397,0.066277
Lakshadweep,2022,1,Apple,176,0.029382
Lakshadweep,2022,1,OnePlus,160,0.026711
Lakshadweep,2022,1,Lenovo,50,0.008347
Lakshadweep,2022,1,Motorola,49,0.00818
Lakshadweep,2022,1,Others,247,0.041235
Madhya Pradesh,2018,1,Xiaomi,652241,0.25542
Madhya Pradesh,2018,1,Samsung,490595,0.192119
Madhya Pradesh,2018,1,Vivo,380809,0.149126
Madhya Pradesh,2018,1,Oppo,256901,0.100603
Madhya Pradesh,2018,1,Realme,146657,0.057431
Madhya Pradesh,2018,1,Motorola,66919,0.026206
Madhya Pradesh,2018,1,Micromax,59025,0.023114
Madhya Pradesh,2018,1,Apple,57650,0.022576
Madhya Pradesh,2018,1,OnePlus,55940,0.021906
Madhya Pradesh,2018,1,Lenovo,51523,0.020177
Madhya Pradesh,2018,1,Others,335343,0.131322
Madhya Pradesh,2018,2,Xiaomi,890108,0.258627
Madhya Pradesh,2018,2,Samsung,654270,0.190103
Madhya Pradesh,2018,2,Vivo,531042,0.154298
Madhya Pradesh,2018,2,Oppo,352090,0.102302
Madhya Pradesh,2018,2,Realme,192521,0.055938
Madhya Pradesh,2018,2,Motorola,85306,0.024786
Madhya Pradesh,2018,2,Micromax,82296,0.023912
Madhya Pradesh,2018,2,Apple,72862,0.021171
Madhya Pradesh,2018,2,OnePlus,68143,0.019799
Madhya Pradesh,2018,2,Lenovo,65308,0.018976
Madhya Pradesh,2018,2,Others,447716,0.130087
Madhya Pradesh,2018,3,Xiaomi,1132909,0.262898
Madhya Pradesh,2018,3,Samsung,816822,0.189548
Madhya Pradesh,2018,3,Vivo,697677,0.1619
Madhya Pradesh,2018,3,Oppo,452478,0.105
Madhya Pradesh,2018,3,Realme,239549,0.055589
Madhya Pradesh,2018,3,Motorola,99876,0.023177
Madhya Pradesh,2018,3,Micromax,90871,0.021087
Madhya Pradesh,2018,3,Apple,84853,0.019691
Madhya Pradesh,2018,3,OnePlus,79210,0.018381
Madhya Pradesh,2018,3,Lenovo,71683,0.016634
Madhya Pradesh,2018,3,Others,543381,0.126095
Madhya Pradesh,2018,4,Xiaomi,1416415,0.263989
Madhya Pradesh,2018,4,Samsung,1015220,0.189215
Madhya Pradesh,2018,4,Vivo,905510,0.168767
Madhya Pradesh,2018,4,Oppo,579831,0.108068
Madhya Pradesh,2018,4,Realme,294612,0.054909
Madhya Pradesh,2018,4,Motorola,117954,0.021984
Madhya Pradesh,2018,4,Micromax,103324,0.019257
Madhya Pradesh,2018,4,Apple,100071,0.018651
Madhya Pradesh,2018,4,OnePlus,90958,0.016953
Madhya Pradesh,2018,4,Lenovo,84373,0.015725
Madhya Pradesh,2018,4,Others,657174,0.122483
Madhya Pradesh,2019,1,Xiaomi,1692888,0.26392
Madhya Pradesh,2019,1,Samsung,1214286,0.189306
Madhya Pradesh,2019,1,Vivo,1118407,0.174359
Madhya Pradesh,2019,1,Oppo,713079,0.111168
Madhya Pradesh,2019,1,Realme,347539,0.054181
Madhya Pradesh,2019,1,Motorola,132833,0.020709
Madhya Pradesh,2019,1,Micromax,115580,0.018019
Madhya Pradesh,2019,1,Apple,114562,0.01786
Madhya Pradesh,2019,1,OnePlus,102145,0.015924
Madhya Pradesh,2019,1,Lenovo,94449,0.014725
Madhya Pradesh,2019,1,Others,768635,0.11983
Madhya Pradesh,2019,2,Xiaomi,1936039,0.265168
Madhya Pradesh,2019,2,Samsung,1385430,0.189754
Madhya Pradesh,2019,2,Vivo,1303162,0.178487
Madhya Pradesh,2019,2,Oppo,827579,0.113349
Madhya Pradesh,2019,2,Realme,396497,0.054306
Madhya Pradesh,2019,2,Motorola,145364,0.01991
Madhya Pradesh,2019,2,Apple,127711,0.017492
Madhya Pradesh,2019,2,Micromax,120323,0.01648
Madhya Pradesh,2019,2,OnePlus,111156,0.015224
Madhya Pradesh,2019,2,Lenovo,103102,0.014121
Madhya Pradesh,2019,2,Others,844809,0.115709
Madhya Pradesh,2019,3,Xiaomi,2182732,0.266816
Madhya Pradesh,2019,3,Samsung,1532795,0.187368
Madhya Pradesh,2019,3,Vivo,1494051,0.182632
Madhya Pradesh,2019,3,Oppo,939484,0.114842
Madhya Pradesh,2019,3,Realme,456103,0.055754
Madhya Pradesh,2019,3,Motorola,154465,0.018882
Madhya Pradesh,2019,3,Apple,139917,0.017103
Madhya Pradesh,2019,3,Micromax,129516,0.015832
Madhya Pradesh,2019,3,OnePlus,120190,0.014692
Madhya Pradesh,2019,3,Huawei,113980,0.013933
Madhya Pradesh,2019,3,Others,917431,0.112146
Madhya Pradesh,2019,4,Xiaomi,2450683,0.267389
Madhya Pradesh,2019,4,Vivo,1711918,0.186784
Madhya Pradesh,2019,4,Samsung,1704518,0.185976
Madhya Pradesh,2019,4,Oppo,1069906,0.116735
Madhya Pradesh,2019,4,Realme,529253,0.057746
Madhya Pradesh,2019,4,Motorola,165303,0.018036
Madhya Pradesh,2019,4,Apple,150743,0.016447
Madhya Pradesh,2019,4,Micromax,136341,0.014876
Madhya Pradesh,2019,4,OnePlus,127622,0.013925
Madhya Pradesh,2019,4,Huawei,125734,0.013719
Madhya Pradesh,2019,4,Others,993220,0.108368
Madhya Pradesh,2020,1,Xiaomi,2697286,0.265707
Madhya Pradesh,2020,1,Vivo,1956817,0.192764
Madhya Pradesh,2020,1,Samsung,1873824,0.184588
Madhya Pradesh,2020,1,Oppo,1206327,0.118834
Madhya Pradesh,2020,1,Realme,607456,0.05984
Madhya Pradesh,2020,1,Motorola,174003,0.017141
Madhya Pradesh,2020,1,Apple,160868,0.015847
Madhya Pradesh,2020,1,Huawei,136299,0.013427
Madhya Pradesh,2020,1,Micromax,135703,0.013368
Madhya Pradesh,2020,1,OnePlus,133926,0.013193
Madhya Pradesh,2020,1,Others,1068862,0.105292
Madhya Pradesh,2020,2,Xiaomi,3003291,0.264039
Madhya Pradesh,2020,2,Vivo,2247524,0.197595
Madhya Pradesh,2020,2,Samsung,2084294,0.183244
Madhya Pradesh,2020,2,Oppo,1376782,0.121042
Madhya Pradesh,2020,2,Realme,693404,0.060962
Madhya Pradesh,2020,2,Motorola,185349,0.016295
Madhya Pradesh,2020,2,Apple,170312,0.014973
Madhya Pradesh,2020,2,Micromax,147344,0.012954
Madhya Pradesh,2020,2,Huawei,147224,0.012943
Madhya Pradesh,2020,2,OnePlus,139482,0.012263
Madhya Pradesh,2020,2,Others,1179417,0.10369
Madhya Pradesh,2020,3,Xiaomi,3292397,0.262045
Madhya Pradesh,2020,3,Vivo,2556833,0.203501
Madhya Pradesh,2020,3,Samsung,2278237,0.181327
Madhya Pradesh,2020,3,Oppo,1539499,0.12253
Madhya Pradesh,2020,3,Realme,799089,0.0636
Madhya Pradesh,2020,3,Motorola,196221,0.015617
Madhya Pradesh,2020,3,Apple,181092,0.014413
Madhya Pradesh,2020,3,Huawei,157340,0.012523
Madhya Pradesh,2020,3,Micromax,157127,0.012506
Madhya Pradesh,2020,3,OnePlus,146328,0.011646
Madhya Pradesh,2020,3,Others,1260061,0.10029
Madhya Pradesh,2020,4,Xiaomi,3563397,0.259384
Madhya Pradesh,2020,4,Vivo,2853943,0.207742
Madhya Pradesh,2020,4,Samsung,2466332,0.179527
Madhya Pradesh,2020,4,Oppo,1703093,0.12397
Madhya Pradesh,2020,4,Realme,905866,0.065939
Madhya Pradesh,2020,4,Motorola,206156,0.015006
Madhya Pradesh,2020,4,Apple,195195,0.014208
Madhya Pradesh,2020,4,Huawei,166594,0.012127
Madhya Pradesh,2020,4,Micromax,164239,0.011955
Madhya Pradesh,2020,4,Tecno,157894,0.011493
Madhya Pradesh,2020,4,Others,1355238,0.098649
Madhya Pradesh,2021,1,Xiaomi,3826173,0.257838
Madhya Pradesh,2021,1,Vivo,3171754,0.213738
Madhya Pradesh,2021,1,Samsung,2620433,0.176586
Madhya Pradesh,2021,1,Oppo,1846729,0.124447
Madhya Pradesh,2021,1,Realme,1015817,0.068454
Madhya Pradesh,2021,1,Motorola,211488,0.014252
Madhya Pradesh,2021,1,Apple,210736,0.014201
Madhya Pradesh,2021,1,Tecno,184784,0.012452
Madhya Pradesh,2021,1,Huawei,173653,0.011702
Madhya Pradesh,2021,1,Micromax,165359,0.011143
Madhya Pradesh,2021,1,Others,1412501,0.095186
Madhya Pradesh,2021,2,Xiaomi,4052668,0.25423
Madhya Pradesh,2021,2,Vivo,3483187,0.218506
Madhya Pradesh,2021,2,Samsung,2757784,0.173
