states,year,quarter,district,trans_counts,amount
Kerala,2019,4,Kozhikode,1048192,1646744139.55
Kerala,2019,4,Malappuram,888327,1440292240.03
Kerala,2019,4,Kollam,625681,942036912.28
Kerala,2019,4,Kottayam,621352,1132028895.18
Kerala,2019,4,Kannur,616688,1017939385.59
Kerala,2019,4,Palakkad,607193,1069460193.02
Kerala,2019,4,Alappuzha,581762,859960789.41
Kerala,2020,1,Ernakulam,5025201,8938376106.91
Kerala,2020,1,Thiruvananthapuram,1957687,3050411160.55
Kerala,2020,1,Kozhikode,1568774,2563142658.86
Kerala,2020,1,Thrissur,1370029,2546348594.76
Kerala,2020,1,Malappuram,1032834,1707013551.16
Kerala,2020,1,Kollam,773621,1132631398.21
Kerala,2020,1,Kottayam,752571,1330711260.76
Kerala,2020,1,Palakkad,715756,1196433777.42
Kerala,2020,1,Kannur,703334,1073577708.94
Kerala,2020,1,Alappuzha,655979,939182379.11
Kerala,2020,2,Ernakulam,4530511,9056027224.42
Kerala,2020,2,Thiruvananthapuram,1742767,2599631080.62
Kerala,2020,2,Kozhikode,1566564,2243504596.61
Kerala,2020,2,Thrissur,1351787,2341058567.04
Kerala,2020,2,Malappuram,1257378,1803201659.97
Kerala,2020,2,Kannur,998243,1189750957.32
Kerala,2020,2,Kollam,893973,1193885128.37
Kerala,2020,2,Palakkad,893115,1291966407.55
Kerala,2020,2,Kottayam,761782,1204970922.41
Kerala,2020,2,Alappuzha,755556,942056560.32
Kerala,2020,3,Ernakulam,5931363,11683184896.52
Kerala,2020,3,Kozhikode,2170142,3948266707.54
Kerala,2020,3,Thiruvananthapuram,2081035,3493171877.83
Kerala,2020,3,Malappuram,1898768,3664780939.09
Kerala,2020,3,Thrissur,1849073,3785405397.49
Kerala,2020,3,Kollam,1338722,2289595646.99
Kerala,2020,3,Kannur,1278504,2162452906.34
Kerala,2020,3,Palakkad,1116331,2004283358.56
Kerala,2020,3,Alappuzha,1034921,1556781058.15
Kerala,2020,3,Kottayam,1001447,1888052939.6
Kerala,2020,4,Ernakulam,8950159,14375193240.81
Kerala,2020,4,Kozhikode,3436777,5728144598.8
Kerala,2020,4,Thiruvananthapuram,3376010,5574649734.49
Kerala,2020,4,Malappuram,2988328,5198015036.32
Kerala,2020,4,Thrissur,2628494,5026840469.3
Kerala,2020,4,Kannur,1966681,3368866047.27
Kerala,2020,4,Kollam,1917078,3346551214.33
Kerala,2020,4,Palakkad,1675633,3102276857.54
Kerala,2020,4,Alappuzha,1562242,2495781952.45
Kerala,2020,4,Kottayam,1486474,2688432124.59
Kerala,2021,1,Ernakulam,13390058,18947291978.11
Kerala,2021,1,Kozhikode,4287518,6990433691.33
Kerala,2021,1,Malappuram,4147591,6618671647.03
Kerala,2021,1,Thiruvananthapuram,3878020,6358411606.61
Kerala,2021,1,Thrissur,3475629,6417811869.9
Kerala,2021,1,Kollam,2127176,3821625432.24
Kerala,2021,1,Kannur,2044936,3708267084.54
Kerala,2021,1,Palakkad,1892633,3654239469.74
Kerala,2021,1,Kottayam,1808155,3236942550.74
Kerala,2021,1,Alappuzha,1681817,2825682876.84
Kerala,2021,2,Ernakulam,14177054,19704497753.32
Kerala,2021,2,Kozhikode,4726028,7499008472.49
Kerala,2021,2,Malappuram,4693842,7117221910.05
Kerala,2021,2,Thiruvananthapuram,4154572,6743334746.14
Kerala,2021,2,Thrissur,3881737,6752401585.98
Kerala,2021,2,Kollam,2534369,4330614971.24
Kerala,2021,2,Kannur,2477621,4226966852.67
Kerala,2021,2,Palakkad,2232317,3954891660.84
Kerala,2021,2,Kottayam,2131122,3543155910.92
Kerala,2021,2,Alappuzha,1921008,3048000026.8
Kerala,2021,3,Ernakulam,19207421,26757448740.36
Kerala,2021,3,Malappuram,6691321,10228243297.04
Kerala,2021,3,Kozhikode,6483184,10352351671.47
Kerala,2021,3,Thiruvananthapuram,5427449,9208113081.71
Kerala,2021,3,Thrissur,5059971,9074305921.55
Kerala,2021,3,Kollam,3321904,6085539500.55
Kerala,2021,3,Kannur,3200023,5705948607.45
Kerala,2021,3,Palakkad,2841134,5273353074.48
Kerala,2021,3,Kottayam,2719376,4787914328.52
Kerala,2021,3,Alappuzha,2505822,4227398745.14
Kerala,2021,4,Ernakulam,25306923,32778937436.49
Kerala,2021,4,Malappuram,8689226,12215744694.72
Kerala,2021,4,Kozhikode,8306264,12437421004.47
Kerala,2021,4,Thiruvananthapuram,6802679,10882144450.41
Kerala,2021,4,Thrissur,6471411,10748756930.39
Kerala,2021,4,Kannur,4171542,6945109953.23
Kerala,2021,4,Kollam,4107417,7277474405.38
Kerala,2021,4,Palakkad,3813936,6473706354.94
Kerala,2021,4,Kottayam,3504049,5843770525.96
Kerala,2021,4,Alappuzha,3177335,5086522403.52
Kerala,2022,1,Ernakulam,29451475,36915318572.07
Kerala,2022,1,Malappuram,10270093,13968886082.94
Kerala,2022,1,Kozhikode,9526680,13732159882.74
Kerala,2022,1,Thiruvananthapuram,7747326,12106537679.28
Kerala,2022,1,Thrissur,7612460,12265599938.77
Kerala,2022,1,Kollam,4851496,8628660586.96
Kerala,2022,1,Kannur,4837076,7882293599.26
Kerala,2022,1,Palakkad,4504996,7445457072.74
Kerala,2022,1,Kottayam,4029330,6642441538.16
Kerala,2022,1,Alappuzha,3687088,5795828219.42
Kerala,2022,2,Ernakulam,32257485,40076176147.54
Kerala,2022,2,Malappuram,11218062,15235042406.96
Kerala,2022,2,Kozhikode,10478852,15005755668.42
Kerala,2022,2,Thiruvananthapuram,8942858,13552082447.37
Kerala,2022,2,Thrissur,8767715,13850991972.69
Kerala,2022,2,Kollam,5799455,10109273069.0
Kerala,2022,2,Kannur,5415196,8864093942.92
Kerala,2022,2,Palakkad,4998295,8233196635.53
Kerala,2022,2,Kottayam,4440370,7095672952.24
Kerala,2022,2,Alappuzha,4151240,6503782725.48
Kerala,2022,3,Ernakulam,35009862,41683362156.46
Kerala,2022,3,Thiruvananthapuram,11886964,16637313650.76
Kerala,2022,3,Malappuram,11727280,15435401577.94
Kerala,2022,3,Kozhikode,10298519,13830874892.03
Kerala,2022,3,Thrissur,9037575,12908229884.95
Kerala,2022,3,Kollam,7100622,10992059341.72
Kerala,2022,3,Palakkad,6174837,9220755480.57
Kerala,2022,3,Kottayam,5918541,8495120284.45
Kerala,2022,3,Alappuzha,5705022,7973274496.75
Kerala,2022,3,Kannur,5631041,8674487770.2
Kerala,2022,4,Ernakulam,39069167,44933855503.73
Kerala,2022,4,Thrissur,12802574,16539944197.06
Kerala,2022,4,Malappuram,12667960,16133583076.64
Kerala,2022,4,Thiruvananthapuram,12176949,16386992625.2
Kerala,2022,4,Kozhikode,11205522,14187898844.87
Kerala,2022,4,Kollam,7022669,10513248742.58
Kerala,2022,4,Palakkad,6558445,9566627508.65
Kerala,2022,4,Kottayam,6551967,9198738854.99
Kerala,2022,4,Kannur,6407573,9291348716.04
Kerala,2022,4,Alappuzha,6094707,8414450111.97
Ladakh,2018,1,Leh Ladakh,4845,9101926.69
Ladakh,2018,1,Kargil,1244,3430931.08
Ladakh,2018,2,Leh Ladakh,10969,33164160.35
Ladakh,2018,2,Kargil,4041,14170742.18
Ladakh,2018,3,Leh Ladakh,18715,63917843.17
Ladakh,2018,3,Kargil,6149,20173133.98
Ladakh,2018,4,Leh Ladakh,26838,103879000.36
Ladakh,2018,4,Kargil,8373,31643842.13
Ladakh,2019,1,Leh Ladakh,36320,118531360.45
Ladakh,2019,1,Kargil,9825,34328560.5
Ladakh,2019,2,Leh Ladakh,53483,201775862.2
Ladakh,2019,2,Kargil,15289,57479644.8
Ladakh,2019,3,Leh Ladakh,78541,283288473.2
Ladakh,2019,3,Kargil,13855,47841053.99
Ladakh,2019,4,Leh Ladakh,79404,302589608.59
Ladakh,2019,4,Kargil,5302,22099751.44
Ladakh,2020,1,Leh Ladakh,92250,308889816.71
Ladakh,2020,1,Kargil,24169,68749860.74
Ladakh,2020,2,Leh Ladakh,116607,398378484.52
Ladakh,2020,2,Kargil,38403,125414514.13
Ladakh,2020,3,Leh Ladakh,174514,652346606.23
Ladakh,2020,3,Kargil,53708,183140893.83
Ladakh,2020,4,Leh Ladakh,252454,869280793.91
Ladakh,2020,4,Kargil,79680,242682676.6
Ladakh,2021,1,Leh Ladakh,216659,801921555.56
Ladakh,2021,1,Kargil,58756,181498257.69
Ladakh,2021,2,Leh Ladakh,307802,1142273759.76
Ladakh,2021,2,Kargil,91914,284985335.71
Ladakh,2021,3,Leh Ladakh,462038,1769463336.54
Ladakh,2021,3,Kargil,128949,444521407.4
Ladakh,2021,4,Leh Ladakh,495230,1736886845.1
Ladakh,2021,4,Kargil,134957,416648293.68
Ladakh,2022,1,Leh Ladakh,500666,1653910267.07
Ladakh,2022,1,Kargil,129349,371130651.78
Ladakh,2022,2,Leh Ladakh,888735,2898954648.72
Ladakh,2022,2,Kargil,229338,644363529.27
Ladakh,2022,3,Leh Ladakh,946345,2958028223.6
Ladakh,2022,3,Kargil,244513,647171126.77
Ladakh,2022,4,Leh Ladakh,850164,2346066905.14
Ladakh,2022,4,Kargil,233208,548410667.54
Lakshadweep,2018,1,Lakshadweep,778,1928611.18
Lakshadweep,2018,2,Lakshadweep,2132,6187809.54
Lakshadweep,2018,3,Lakshadweep,1703,4339032.31
Lakshadweep,2018,4,Lakshadweep,1642,4463213.7
Lakshadweep,2019,1,Lakshadweep,2481,8786130.48
Lakshadweep,2019,2,Lakshadweep,2926,9242524.14
Lakshadweep,2019,3,Lakshadweep,3104,9651761.46
Lakshadweep,2019,4,Lakshadweep,3765,11269913.4
Lakshadweep,2020,1,Lakshadweep,5151,13502368.57
Lakshadweep,2020,2,Lakshadweep,7220,16942922.09
Lakshadweep,2020,3,Lakshadweep,8589,21306833.31
Lakshadweep,2020,4,Lakshadweep,11650,30111317.92
Lakshadweep,2021,1,Lakshadweep,9085,27042782.91
Lakshadweep,2021,2,Lakshadweep,11384,27383463.66
Lakshadweep,2021,3,Lakshadweep,13370,38803163.7
Lakshadweep,2021,4,Lakshadweep,15470,50998185.53
Lakshadweep,2022,1,Lakshadweep,16397,54939432.65
Lakshadweep,2022,2,Lakshadweep,17569,55929601.99
Lakshadweep,2022,3,Lakshadweep,15241,47580009.62
Lakshadweep,2022,4,Lakshadweep,17147,54813873.61
Madhya Pradesh,2018,1,Bhopal,1704495,1905473874.83
Madhya Pradesh,2018,1,Indore,1066784,1455149305.0
Madhya Pradesh,2018,1,Gwalior,354555,437805408.2
Madhya Pradesh,2018,1,Jabalpur,294739,336129604.09
Madhya Pradesh,2018,1,Sehore,262578,253627459.67
Madhya Pradesh,2018,1,Ujjain,223180,258084907.6
Madhya Pradesh,2018,1,Sagar,217079,158907811.38
Madhya Pradesh,2018,1,Rewa,210786,249549304.78
Madhya Pradesh,2018,1,Dewas,187518,204604018.78
Madhya Pradesh,2018,1,Dhar,183246,206440756.11
Madhya Pradesh,2018,2,Bhopal,2101870,3162583722.75
Madhya Pradesh,2018,2,Indore,1375908,2404399122.9
Madhya Pradesh,2018,2,Gwalior,489851,768942832.07
Madhya Pradesh,2018,2,Jabalpur,422639,584301958.94
Madhya Pradesh,2018,2,Sehore,344826,478416852.59
Madhya Pradesh,2018,2,Rewa,298854,492363779.32
Madhya Pradesh,2018,2,Ujjain,291630,463505751.49
Madhya Pradesh,2018,2,Sagar,267894,314107092.2
Madhya Pradesh,2018,2,Satna,242463,270342008.74
Madhya Pradesh,2018,2,Dhar,238497,351923712.99
Madhya Pradesh,2018,3,Bhopal,3157810,4500771533.49
Madhya Pradesh,2018,3,Indore,2082530,3633508421.81
Madhya Pradesh,2018,3,Sagar,792217,664927054.04
Madhya Pradesh,2018,3,Sehore,758026,813770551.03
Madhya Pradesh,2018,3,Gwalior,726317,1161920835.79
Madhya Pradesh,2018,3,Jabalpur,701227,958869249.39
Madhya Pradesh,2018,3,Rewa,566062,685929451.09
Madhya Pradesh,2018,3,Ujjain,498756,721272323.64
Madhya Pradesh,2018,3,Narsinghpur,426854,345889819.41
Madhya Pradesh,2018,3,Dhar,425936,570906796.13
Madhya Pradesh,2018,4,Bhopal,4226983,6249310700.96
Madhya Pradesh,2018,4,Indore,2826520,5075021922.8
Madhya Pradesh,2018,4,Gwalior,894712,1644666010.35
Madhya Pradesh,2018,4,Jabalpur,866243,1360238729.03
Madhya Pradesh,2018,4,Sehore,783146,1051788224.06
Madhya Pradesh,2018,4,Rewa,588836,933681137.71
Madhya Pradesh,2018,4,Ujjain,585638,981666410.74
Madhya Pradesh,2018,4,Sagar,573261,742271402.22
Madhya Pradesh,2018,4,Dhar,536104,820460181.52
Madhya Pradesh,2018,4,Dewas,501654,821092172.38
Madhya Pradesh,2019,1,Bhopal,8252290,9878412374.3
Madhya Pradesh,2019,1,Indore,5731364,8462300131.38
Madhya Pradesh,2019,1,Sehore,1598108,1381467050.21
Madhya Pradesh,2019,1,Jabalpur,1489827,2066194878.08
Madhya Pradesh,2019,1,Gwalior,1342886,2088543078.35
Madhya Pradesh,2019,1,Dhar,976357,1063530759.76
Madhya Pradesh,2019,1,Ujjain,940607,1264261226.76
Madhya Pradesh,2019,1,Sagar,925998,1031788235.32
Madhya Pradesh,2019,1,Dewas,911351,1084348082.08
Madhya Pradesh,2019,1,Rewa,866533,1138882577.75
Madhya Pradesh,2019,2,Bhopal,12031142,17309015090.75
Madhya Pradesh,2019,2,Indore,8459734,14340814113.22
Madhya Pradesh,2019,2,Jabalpur,2003659,3365108021.11
Madhya Pradesh,2019,2,Gwalior,1264694,2419928141.08
Madhya Pradesh,2019,2,Sehore,1000398,1498323453.6
Madhya Pradesh,2019,2,Ujjain,869522,1520840061.86
Madhya Pradesh,2019,2,Sagar,758405,1228020791.02
Madhya Pradesh,2019,2,Hoshangabad,733352,1398321448.03
Madhya Pradesh,2019,2,Rewa,718741,1390495018.41
Madhya Pradesh,2019,2,Dewas,705805,1221413819.19
Madhya Pradesh,2019,3,Bhopal,15339970,19449113922.05
Madhya Pradesh,2019,3,Indore,11739888,17332954157.4
Madhya Pradesh,2019,3,Jabalpur,2424190,3585214329.0
Madhya Pradesh,2019,3,Gwalior,1945426,2938882604.96
Madhya Pradesh,2019,3,Ujjain,1287391,1861274343.62
Madhya Pradesh,2019,3,Sehore,1227719,1645829157.0
Madhya Pradesh,2019,3,Dewas,992605,1490521770.5
Madhya Pradesh,2019,3,Rewa,935300,1453796034.84
Madhya Pradesh,2019,3,Sagar,935229,1347968051.42
Madhya Pradesh,2019,3,Dhar,895526,1358217450.08
Madhya Pradesh,2019,4,Bhopal,18062429,24303685079.88
Madhya Pradesh,2019,4,Indore,15879423,23175261773.68
Madhya Pradesh,2019,4,Jabalpur,2901762,4636477563.56
Madhya Pradesh,2019,4,Gwalior,2509157,4050254390.72
Madhya Pradesh,2019,4,Ujjain,1649254,2534823488.32
Madhya Pradesh,2019,4,Sehore,1629869,2294177801.24
Madhya Pradesh,2019,4,Dewas,1251392,2061011651.78
Madhya Pradesh,2019,4,Sagar,1218814,1853137602.09
Madhya Pradesh,2019,4,Dhar,1194971,1868318600.64
Madhya Pradesh,2019,4,Rewa,1160674,2078184265.19
Madhya Pradesh,2020,1,Indore,20249473,30491290764.2
Madhya Pradesh,2020,1,Bhopal,18872294,26955303213.75
Madhya Pradesh,2020,1,Jabalpur,3486010,5963024021.4
Madhya Pradesh,2020,1,Gwalior,2793829,4742983278.61
Madhya Pradesh,2020,1,Ujjain,1956388,2984071094.52
Madhya Pradesh,2020,1,Sehore,1747508,2672516076.6
Madhya Pradesh,2020,1,Chhindwara,1550995,2660677487.58
Madhya Pradesh,2020,1,Dewas,1550696,2464387871.39
Madhya Pradesh,2020,1,Dhar,1500274,2336164021.15
Madhya Pradesh,2020,1,Rewa,1358528,2622020903.59
Madhya Pradesh,2020,2,Bhopal,14074026,27679446324.46
Madhya Pradesh,2020,2,Indore,13320426,28685653051.73
Madhya Pradesh,2020,2,Gwalior,2624767,4775816368.95
Madhya Pradesh,2020,2,Jabalpur,2318052,4127023650.06
Madhya Pradesh,2020,2,Ujjain,2060273,3502234253.76
Madhya Pradesh,2020,2,Sehore,2007098,3502556848.34
Madhya Pradesh,2020,2,Chhindwara,1950309,3543387312.88
Madhya Pradesh,2020,2,Dewas,1913320,3316587068.99
Madhya Pradesh,2020,2,Rewa,1877915,3929625254.51
Madhya Pradesh,2020,2,Dhar,1792207,2906918483.59
Madhya Pradesh,2020,3,Bhopal,29560361,57525605025.51
Madhya Pradesh,2020,3,Indore,17544816,31851463020.76
Madhya Pradesh,2020,3,Gwalior,3978884,7817520356.4
Madhya Pradesh,2020,3,Jabalpur,3568035,6733555697.66
Madhya Pradesh,2020,3,Ujjain,2921971,5297389626.98
Madhya Pradesh,2020,3,Dhar,2527639,4260243322.86
Madhya Pradesh,2020,3,Sehore,2512141,4197137117.01
Madhya Pradesh,2020,3,Dewas,2498225,4394184455.07
Madhya Pradesh,2020,3,Chhindwara,2113701,3726188140.64
Madhya Pradesh,2020,3,Rewa,2086383,3959365505.51
Madhya Pradesh,2020,4,Bhopal,38492334,67905952477.88
Madhya Pradesh,2020,4,Indore,25715586,42359214660.84
Madhya Pradesh,2020,4,Gwalior,6115831,12129267094.95
Madhya Pradesh,2020,4,Jabalpur,5245511,9769636688.25
Madhya Pradesh,2020,4,Ujjain,4280284,7849328204.97
Madhya Pradesh,2020,4,Dhar,3833814,6450900581.26
Madhya Pradesh,2020,4,Dewas,3659099,6453013619.07
Madhya Pradesh,2020,4,Sehore,3633263,6071266571.2
Madhya Pradesh,2020,4,Chhindwara,3170211,5890642613.7
Madhya Pradesh,2020,4,Rewa,3045335,6440539078.1
Madhya Pradesh,2021,1,Bhopal,67309234,101725720745.41
Madhya Pradesh,2021,1,Indore,37457244,53867415617.01
Madhya Pradesh,2021,1,Gwalior,7162483,13365571399.68
Madhya Pradesh,2021,1,Jabalpur,6508756,11341470367.94
Madhya Pradesh,2021,1,Ujjain,4926814,8661804508.83
Madhya Pradesh,2021,1,Dhar,4368739,7366487165.42
Madhya Pradesh,2021,1,Dewas,3992803,6833124438.37
Madhya Pradesh,2021,1,Sehore,3804912,6207673600.7
Madhya Pradesh,2021,1,Chhindwara,3281453,6171721022.76
Madhya Pradesh,2021,1,Sagar,3149917,5653447301.76
Madhya Pradesh,2021,2,Bhopal,74643630,127038866031.4
Madhya Pradesh,2021,2,Indore,34159162,59026805792.65
Madhya Pradesh,2021,2,Gwalior,7475892,15466583871.37
Madhya Pradesh,2021,2,Jabalpur,6808088,12879587251.08
Madhya Pradesh,2021,2,Dhar,5029916,9012726646.39
Madhya Pradesh,2021,2,Ujjain,4879699,9676724764.23
Madhya Pradesh,2021,2,Dewas,4430778,8482648817.28
Madhya Pradesh,2021,2,Sehore,4199604,7779826903.46
Madhya Pradesh,2021,2,Chhindwara,3787673,7484666557.94
Madhya Pradesh,2021,2,Rewa,3692722,8211449728.95
Madhya Pradesh,2021,3,Bhopal,103403998,146735124186.22
Madhya Pradesh,2021,3,Indore,55970712,81712956761.22
Madhya Pradesh,2021,3,Gwalior,10677148,19237891487.13
Madhya Pradesh,2021,3,Jabalpur,9691966,16293034528.47
Madhya Pradesh,2021,3,Ujjain,7652620,13233697399.24
Madhya Pradesh,2021,3,Dhar,7010257,11371461567.62
Madhya Pradesh,2021,3,Dewas,6092595,9986506658.49
Madhya Pradesh,2021,3,Sehore,5466240,8629273157.35
Madhya Pradesh,2021,3,Chhindwara,5106996,8670292561.63
Madhya Pradesh,2021,3,Sagar,4691027,8366148265.5
Madhya Pradesh,2021,4,Bhopal,134176541,190196223229.18
Madhya Pradesh,2021,4,Indore,73486993,107685836352.75
Madhya Pradesh,2021,4,Gwalior,13721879,25012279408.27
Madhya Pradesh,2021,4,Jabalpur,12476449,20920967750.05
Madhya Pradesh,2021,4,Ujjain,9436286,16998154949.07
Madhya Pradesh,2021,4,Dhar,8770665,14454487270.12
Madhya Pradesh,2021,4,Dewas,7659615,13007477185.68
Madhya Pradesh,2021,4,Sehore,6733399,10809509304.1
Madhya Pradesh,2021,4,Chhindwara,6522234,11185696130.67
Madhya Pradesh,2021,4,Rewa,6195961,12315058116.41
Madhya Pradesh,2022,1,Bhopal,159892411,221096758835.28
Madhya Pradesh,2022,1,Indore,82698834,117708333766.99
Madhya Pradesh,2022,1,Gwalior,15549106,27692015434.86
Madhya Pradesh,2022,1,Jabalpur,14198131,23727705882.8
Madhya Pradesh,2022,1,Ujjain,11174270,19317822240.98
Madhya Pradesh,2022,1,Dhar,10117283,16593117838.04
Madhya Pradesh,2022,1,Dewas,8873232,14573666819.39
Madhya Pradesh,2022,1,Sehore,7782311,12240349684.93
Madhya Pradesh,2022,1,Chhindwara,7709009,12667985167.9
Madhya Pradesh,2022,1,Sagar,7000254,11999611899.07
Madhya Pradesh,2022,2,Bhopal,185588829,255910395858.58
Madhya Pradesh,2022,2,Indore,94002709,130634964642.79
Madhya Pradesh,2022,2,Gwalior,18027874,32093579424.11
Madhya Pradesh,2022,2,Jabalpur,16889784,27629576719.43
Madhya Pradesh,2022,2,Ujjain,12860422,22270090166.47
Madhya Pradesh,2022,2,Dhar,11567048,18840900182.77
Madhya Pradesh,2022,2,Dewas,9969749,16816037627.77
Madhya Pradesh,2022,2,Chhindwara,8962440,14596356954.0
Madhya Pradesh,2022,2,Sehore,8725327,14417789308.97
Madhya Pradesh,2022,2,Rewa,8417985,16928268530.62
Madhya Pradesh,2022,3,Chhindwara,169367916,236429180484.71
Madhya Pradesh,2022,3,Bhopal,156507125,194323899841.68
Madhya Pradesh,2022,3,Indore,140075797,181342408308.11
Madhya Pradesh,2022,3,Gwalior,19510123,31696730031.84
Madhya Pradesh,2022,3,Jabalpur,17564654,26204520330.92
Madhya Pradesh,2022,3,Ujjain,14059587,21942517753.5
Madhya Pradesh,2022,3,Dhar,12392412,18195974455.55
Madhya Pradesh,2022,3,Dewas,10823857,16145007712.63
Madhya Pradesh,2022,3,Rewa,8837903,14504856959.74
Madhya Pradesh,2022,3,Sehore,8802203,12815375203.39
Madhya Pradesh,2022,4,Chhindwara,245710341,350638062974.86
Madhya Pradesh,2022,4,Bhopal,190199488,243653886996.02
Madhya Pradesh,2022,4,Indore,158576063,210881632372.98
Madhya Pradesh,2022,4,Gwalior,21340912,35102831658.16
Madhya Pradesh,2022,4,Jabalpur,17383664,26637455898.08
Madhya Pradesh,2022,4,Ujjain,16707523,27113247453.13
Madhya Pradesh,2022,4,Dhar,13287245,20206456864.59
Madhya Pradesh,2022,4,Dewas,11710945,18499556126.9
Madhya Pradesh,2022,4,Shahdol,10700938,14780956554.07
Madhya Pradesh,2022,4,Rewa,9898698,16813110581.03
Maharashtra,2018,1,Pune,3842929,5378982326.84
Maharashtra,2018,1,Mumbai,2671029,3923116793.95
Maharashtra,2018,1,Mumbai Suburban,1444587,2385242801.29
Maharashtra,2018,1,Thane,1243518,1995816824.67
Maharashtra,2018,1,Nashik,669259,874435847.1
Maharashtra,2018,1,Aurangabad,620430,680361961.55
Maharashtra,2018,1,Nagpur,592456,781981176.17
Maharashtra,2018,1,Solapur,451438,535791949.04
Maharashtra,2018,1,Ahmednagar,438972,522540233.71
Maharashtra,2018,1,Kolhapur,351519,354723905.37
Maharashtra,2018,2,Pune,5162876,8513428062.93
Maharashtra,2018,2,Mumbai,3277612,6048515205.76
Maharashtra,2018,2,Mumbai Suburban,2055232,3877425976.66
Maharashtra,2018,2,Thane,1773084,3339349832.41
Maharashtra,2018,2,Nashik,956098,1502940957.14
Maharashtra,2018,2,Nagpur,792349,1325086381.04
Maharashtra,2018,2,Aurangabad,789032,1121247393.17
Maharashtra,2018,2,Solapur,657732,1017429009.06
Maharashtra,2018,2,Ahmednagar,616058,960786263.16
Maharashtra,2018,2,Raigad,469802,849899520.05
Maharashtra,2018,3,Pune,7890491,12601613622.47
Maharashtra,2018,3,Mumbai,4090811,7438893352.3
Maharashtra,2018,3,Mumbai Suburban,3049903,5567618775.35
Maharashtra,2018,3,Thane,2611297,4941785822.79
Maharashtra,2018,3,Nashik,1321016,2243065273.94
Maharashtra,2018,3,Nagpur,1215989,2003870351.01
Maharashtra,2018,3,Aurangabad,1171650,1755607884.69
Maharashtra,2018,3,Solapur,957281,1548416428.53
Maharashtra,2018,3,Ahmednagar,842685,1476318516.92
Maharashtra,2018,3,Raigad,717318,1362324762.61
Maharashtra,2018,4,Pune,11075153,18048884123.02
Maharashtra,2018,4,Mumbai,6060284,11506143747.45
Maharashtra,2018,4,Mumbai Suburban,4635750,8268990734.49
Maharashtra,2018,4,Thane,4198385,7592415202.12
Maharashtra,2018,4,Nagpur,1884842,3079870457.74
Maharashtra,2018,4,Nashik,1881354,3510737505.19
Maharashtra,2018,4,Aurangabad,1685901,2758523355.98
Maharashtra,2018,4,Solapur,1266285,2368140884.73
Maharashtra,2018,4,Ahmednagar,1226980,2363347728.37
Maharashtra,2018,4,Palghar,1088141,1842460037.45
Maharashtra,2019,1,Pune,23360634,32233517413.83
Maharashtra,2019,1,Mumbai,8672352,14116666928.15
Maharashtra,2019,1,Mumbai Suburban,6743762,10706972932.4
Maharashtra,2019,1,Thane,6590587,10262365751.64
Maharashtra,2019,1,Nagpur,3417783,4445200035.81
Maharashtra,2019,1,Nashik,2967544,4544409151.21
Maharashtra,2019,1,Aurangabad,2792378,3834151759.41
Maharashtra,2019,1,Ahmednagar,1729326,2957722310.18
Maharashtra,2019,1,Palghar,1719894,2564696463.01
Maharashtra,2019,1,Solapur,1711532,2915291684.24
Maharashtra,2019,2,Pune,44795652,58398808592.17
Maharashtra,2019,2,Mumbai,9050682,16756255698.41
Maharashtra,2019,2,Thane,7530876,12313829091.41
Maharashtra,2019,2,Mumbai Suburban,7064507,11847987142.7
Maharashtra,2019,2,Nagpur,4188658,6025414879.62
Maharashtra,2019,2,Nashik,3923883,5791332953.56
Maharashtra,2019,2,Aurangabad,3396197,4796542321.51
Maharashtra,2019,2,Solapur,1820589,3474067537.18
Maharashtra,2019,2,Raigad,1818926,3167985278.5
Maharashtra,2019,2,Ahmednagar,1790440,3545962730.75
Maharashtra,2019,3,Pune,67093416,78128868958.4
Maharashtra,2019,3,Thane,11231012,16108408586.92
Maharashtra,2019,3,Mumbai,10401047,19947302478.27
Maharashtra,2019,3,Mumbai Suburban,10319061,15257508401.08
Maharashtra,2019,3,Nashik,7028066,8460253081.13
Maharashtra,2019,3,Nagpur,6165553,7727440587.36
Maharashtra,2019,3,Aurangabad,5823390,6977918217.05
Maharashtra,2019,3,Solapur,2841225,4598818500.23
Maharashtra,2019,3,Ahmednagar,2826165,4766032718.09
Maharashtra,2019,3,Raigad,2748252,4158566617.38
Maharashtra,2019,4,Pune,91666565,103270644868.16
Maharashtra,2019,4,Mumbai,14329105,29174555412.5
Maharashtra,2019,4,Thane,13830713,20280076921.04
Maharashtra,2019,4,Mumbai Suburban,12837253,20156220719.16
Maharashtra,2019,4,Nashik,10054198,12613474576.89
Maharashtra,2019,4,Nagpur,8223885,10735621488.95
Maharashtra,2019,4,Aurangabad,8161133,10014948231.04
Maharashtra,2019,4,Ahmednagar,4236391,7088367322.64
Maharashtra,2019,4,Solapur,3759589,6462184396.41
Maharashtra,2019,4,Raigad,3562595,5355626917.65
Maharashtra,2020,1,Pune,107497963,119146177775.32
Maharashtra,2020,1,Mumbai Suburban,23598054,40462122569.65
Maharashtra,2020,1,Thane,15699451,22551048276.31
Maharashtra,2020,1,Nashik,12019521,15505749977.37
Maharashtra,2020,1,Nagpur,10765004,15125508374.01
Maharashtra,2020,1,Aurangabad,9438690,11942430956.82
Maharashtra,2020,1,Ahmednagar,5518308,9057699649.52
Maharashtra,2020,1,Solapur,4939298,8556069047.34
Maharashtra,2020,1,Mumbai,4716907,8325816941.59
